team_full_name,team_abbrev,season_id,points_def,points_fwd,goals_def,goals_fwd,primary_def,primary_fwd,secondary_def,secondary_fwd,assists_def,assists_fwd,team_points,pct_points_def,ff,fa,ff_percent,save_pct,saves,shots_against,points,wins,losses,ot_losses,games_played,goals_for,goals_against,power_play_pct,pp_opportunities_per_game,sh_goals_against_per_game,pp_net_goals_per_game,penalty_kill_pct,times_shorthanded_per_game,usat_against,usat_for,usat_total,usat_pct,overall_pct_def
Boston Bruins,BOS,20192020,144,463,32,195,55,158,57,110,112,268,607,0.2372322899505766,198434,188503,0.5128328384207248,0.92058,1936,2103,100,44,14,12,70,227,167,0.25221,3.22857,0.1,0.71428,0.84259,3.08571,2205,2305,100,0.51084,0.22759381898454747
Boston Bruins,BOS,20202021,100,346,18,146,39,116,43,84,82,200,446,0.2242152466367713,167992,136270,0.5521294147806824,0.9116,1382,1516,73,33,16,7,56,164,134,0.21875,2.85714,0.107142,0.51785,0.85955,3.17857,1629,2000,371,0.55121,0.22759381898454747
Boston Bruins,BOS,20212022,150,537,31,222,47,194,72,121,119,315,687,0.2183406113537118,265552,216299,0.5511081226354205,0.90739,2136,2354,107,51,26,5,82,253,218,0.21186,2.87804,0.07317,0.53658,0.81297,3.19512,2445,3083,638,0.5577,0.22759381898454747
Boston Bruins,BOS,20222023,205,610,39,261,81,202,85,147,166,349,815,0.25153374233128833,245528,221441,0.5257907912516677,0.92889,2273,2447,135,65,12,5,82,301,174,0.22222,3.40243,0.09756,0.65853,0.87279,3.45121,2598,2789,191,0.51772,0.22759381898454747
Boston Bruins,BOS,20232024,151,553,31,232,58,184,62,137,120,321,704,0.21448863636363635,218866,238869,0.47815002130053413,0.91214,2284,2504,109,47,20,15,82,263,221,0.22222,2.96341,0.07317,0.58536,0.82462,3.26829,2850,2578,-272,0.47494,0.22759381898454747
Boston Bruins,BOS,20242025,130,448,24,198,42,162,64,88,106,250,578,0.2249134948096886,226284,239469,0.4858455018003104,0.88448,2075,2346,76,33,39,10,82,222,271,0.15217,2.80487,0.158536,0.26829,0.76271,2.87804,2800,2521,-279,0.47374,0.22759381898454747
Buffalo Sabres,BUF,20182019,164,433,35,186,57,148,72,99,129,247,597,0.2747068676716918,221946,224910,0.4966834953542081,0.90088,2436,2704,76,33,39,10,82,221,268,0.19491,2.87804,0.109756,0.45121,0.8093,2.62195,2934,2913,-21,0.4982,0.25768491834774254
Buffalo Sabres,BUF,20192020,144,363,27,166,65,109,52,88,117,197,507,0.28402366863905326,157888,159384,0.4976424014725535,0.90037,1934,2148,68,30,31,8,69,193,215,0.18877,2.84057,0.15942,0.37681,0.74594,2.68115,2301,2165,-136,0.48459,0.25768491834774254
Buffalo Sabres,BUF,20202021,91,260,23,111,33,90,35,59,68,149,351,0.25925925925925924,118638,137685,0.46284570639388584,0.89624,1693,1889,37,15,34,7,56,134,196,0.20979,2.55357,0.089285,0.44642,0.77697,2.48214,2077,1784,-293,0.46223,0.25768491834774254
Buffalo Sabres,BUF,20212022,144,458,28,201,60,153,56,104,116,257,602,0.23920265780730895,173668,196923,0.4686244404208413,0.89378,2415,2702,75,32,39,11,82,229,287,0.21171,2.70731,0.07317,0.5,0.76415,2.58536,2901,2622,-279,0.4747,0.25768491834774254
Buffalo Sabres,BUF,20222023,167,610,29,264,69,201,69,145,138,346,777,0.2149292149292149,206068,211180,0.4938741467903981,0.89077,2414,2710,91,42,33,7,82,293,297,0.2342,3.28048,0.085365,0.68292,0.73008,2.75609,2834,2874,40,0.5035,0.25768491834774254
